,sex,age,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,famsup,internet,romantic,famrel,freetime,goout,Dalc,health,absences,G1,G2,G3
197,0,16,1,1,3,3,3,1,0,1,1,0,3,3,4,8,3,8,9,9,10
198,1,17,0,1,4,4,2,1,1,1,1,0,4,2,4,5,2,24,18,18,18
199,1,16,1,1,4,4,1,2,0,1,1,0,4,5,2,3,3,0,9,9,10
200,1,16,0,1,4,3,1,2,0,1,1,0,4,3,5,6,2,2,16,16,16
201,1,16,0,1,2,3,1,2,0,1,0,0,4,4,3,4,4,6,8,10,10
202,1,17,0,1,1,1,1,2,0,1,0,0,4,4,4,4,1,4,9,9,10
203,1,17,0,1,2,2,1,1,0,1,1,0,5,3,2,3,3,18,7,6,6
204,1,16,0,1,2,2,2,4,0,1,1,0,5,3,5,2,5,6,10,10,11
205,1,17,0,1,3,4,1,3,1,1,1,1,4,4,3,7,5,28,10,9,9
206,1,16,0,0,3,1,1,2,3,1,1,0,2,3,3,4,4,5,7,7,7
207,1,16,0,1,4,3,1,2,0,0,1,1,1,3,2,2,1,10,11,12,13
208,1,16,0,1,1,1,2,1,0,1,0,0,4,3,2,5,5,6,9,9,10
209,1,17,0,1,4,3,2,3,0,1,1,1,4,4,2,2,4,6,7,7,7
210,1,19,0,1,3,3,1,4,0,1,1,0,4,3,3,3,3,10,8,8,8
211,0,17,1,1,4,4,1,2,0,1,1,1,5,3,5,9,3,13,12,12,13
212,1,16,0,0,2,2,1,2,0,1,1,0,3,3,4,2,4,0,12,13,14
213,0,18,0,1,2,2,1,2,1,1,1,0,4,4,4,6,5,15,6,7,8
214,1,17,1,1,4,4,1,1,0,1,0,0,5,2,1,3,3,12,8,10,10
215,1,17,1,1,3,2,2,2,0,0,1,0,4,4,4,4,1,2,14,15,15
216,1,17,0,1,4,3,1,2,2,0,1,1,3,4,5,6,1,22,6,6,4
217,0,18,1,1,3,3,1,2,1,1,1,0,3,2,4,6,4,13,6,6,8
218,1,17,0,1,2,3,2,1,0,1,0,0,3,3,3,5,3,3,7,7,8
219,1,17,0,1,2,2,1,3,0,1,1,0,4,3,3,2,4,4,9,10,10
220,1,17,0,1,2,1,2,2,0,1,1,0,4,2,5,3,5,2,6,6,6
221,1,17,0,1,1,1,1,3,1,1,0,1,4,3,4,2,5,0,6,5,0
222,1,16,0,1,2,3,1,2,0,0,1,0,2,3,1,2,3,2,16,16,17
223,0,18,0,1,2,2,2,2,0,1,1,0,3,3,3,10,4,0,12,13,13
224,1,16,0,1,4,4,1,3,0,1,1,0,5,3,2,2,5,0,13,13,14
225,1,18,0,1,3,1,1,2,1,0,1,1,5,3,3,2,4,16,9,8,7
226,1,17,0,1,3,2,1,2,0,0,1,0,5,3,4,4,3,10,16,15,15
227,0,17,1,1,2,3,1,2,0,1,1,0,5,3,3,4,3,2,12,11,12
228,0,18,1,1,2,1,4,2,0,1,1,1,4,3,2,9,3,14,10,8,9
229,1,17,0,0,2,1,2,3,0,0,1,1,3,2,3,3,3,10,12,10,12
230,1,17,1,1,4,3,1,2,0,0,1,1,3,2,3,3,3,14,13,13,14
231,0,17,0,1,2,2,2,2,0,1,1,0,4,5,2,2,1,4,11,11,11
232,0,17,0,1,4,4,1,2,0,1,1,1,4,5,5,4,2,14,11,9,9
233,0,16,0,1,4,4,1,2,0,1,1,0,4,2,4,6,1,2,14,13,13
234,0,16,1,1,1,1,2,2,0,1,1,0,3,4,2,2,5,18,9,7,6
235,0,16,0,1,3,2,2,3,0,0,1,1,5,3,3,4,2,10,11,9,10
236,0,17,1,1,2,2,1,2,0,0,1,1,4,4,2,10,4,4,14,13,13
237,1,16,0,1,2,1,1,1,0,0,1,1,4,5,2,2,5,20,13,12,12
238,1,17,0,1,2,1,3,2,0,0,0,0,2,1,1,2,3,2,13,11,11
239,0,18,0,1,2,2,1,2,1,0,1,0,5,5,4,8,2,0,7,7,0
240,0,17,1,1,4,3,2,2,0,0,1,1,2,5,5,5,5,14,12,12,12
241,0,17,1,0,4,4,2,2,0,1,1,0,3,3,3,5,4,2,10,11,12
242,0,16,1,1,4,3,1,1,0,0,1,0,5,4,5,2,3,0,6,0,0
243,0,16,0,1,4,4,1,1,0,0,1,0,5,3,2,3,5,0,13,12,12
244,1,18,0,1,2,1,2,3,0,1,1,1,4,4,4,2,3,0,7,0,0
245,0,16,0,1,2,1,3,1,0,0,1,0,4,3,3,2,4,6,18,18,18
246,0,17,0,1,2,3,2,1,0,0,1,0,5,2,2,2,2,4,12,12,13
247,0,22,0,1,3,1,1,1,3,0,1,1,5,4,5,10,1,16,6,8,8
248,0,18,1,1,3,3,1,2,1,1,1,1,4,3,3,4,5,8,3,5,5
249,0,16,0,1,0,2,1,1,0,0,1,0,4,3,2,6,5,0,13,15,15
250,0,18,0,1,3,2,2,1,1,0,1,0,4,4,5,6,5,0,6,8,8
251,0,16,0,1,3,3,3,2,0,1,1,0,5,3,3,4,2,6,7,10,10
252,0,18,0,1,2,1,1,1,1,0,1,0,3,2,5,7,5,4,6,9,8
253,0,16,0,1,2,1,2,1,0,0,0,0,3,3,2,4,3,0,8,9,8
254,0,17,0,1,2,1,1,1,0,0,1,0,4,4,2,6,5,0,8,12,12
255,0,17,1,1,1,1,2,1,1,1,1,0,4,4,4,3,5,2,7,9,8
256,1,17,1,1,4,2,1,4,0,1,1,0,4,2,3,2,4,6,14,12,13
257,0,19,1,0,4,3,1,2,0,1,1,0,4,3,1,2,1,12,11,11,11
258,0,18,0,1,2,1,1,2,0,0,1,0,5,2,4,3,4,8,15,14,14
259,1,17,1,1,2,2,1,4,0,0,1,1,3,4,1,2,2,0,10,9,0
260,1,18,0,1,4,3,1,2,0,1,1,1,3,1,2,4,2,21,17,18,18
261,0,18,0,1,4,3,1,2,0,1,1,0,4,3,2,2,3,2,8,8,8
262,0,18,0,1,3,2,1,3,0,0,0,0,5,3,2,2,3,1,13,12,12
263,1,17,0,1,3,3,1,3,0,0,0,0,3,2,3,2,4,4,10,9,9
264,1,18,0,1,2,2,1,3,0,1,1,1,4,3,3,2,3,0,9,10,0
265,0,18,1,0,3,4,2,2,0,1,1,0,4,2,5,7,1,13,17,17,17
266,0,17,0,1,3,1,1,2,0,0,1,1,5,4,4,7,5,2,9,9,10
267,1,18,0,1,4,4,2,2,0,0,1,0,4,3,4,4,4,8,12,10,11
268,0,18,0,1,4,2,1,2,0,1,1,1,5,4,5,4,5,10,10,9,10
269,1,18,0,1,2,1,2,2,0,1,1,1,4,3,5,3,3,0,6,0,0
270,1,19,0,1,3,3,1,2,2,1,1,0,4,3,5,6,5,15,9,9,9
271,1,18,0,1,2,3,1,4,0,1,1,1,4,5,5,4,2,4,15,14,14
272,1,18,1,1,1,1,2,2,0,1,0,0,4,4,3,2,3,2,11,11,11
273,0,17,0,1,1,2,1,2,0,1,0,1,3,5,2,4,1,2,15,14,14
274,1,17,0,1,2,4,2,2,0,1,1,1,4,3,3,2,1,2,10,10,10
275,1,17,1,1,2,2,2,2,0,1,1,1,4,4,4,5,5,6,12,12,12
276,1,18,0,0,3,2,2,2,0,0,1,1,4,1,1,2,5,75,10,9,9
277,0,18,0,1,4,4,2,1,0,0,1,0,3,2,4,5,3,22,9,9,9
278,1,18,0,1,4,4,1,2,1,1,1,1,2,4,4,2,4,15,9,8,8
279,0,18,1,1,4,3,2,1,0,0,1,0,4,2,3,3,1,8,10,11,10
280,0,17,1,0,4,1,2,1,0,0,1,1,4,5,4,6,5,30,8,8,8
281,0,17,1,0,3,2,1,1,1,0,1,0,4,4,4,7,3,19,11,9,10
282,1,18,1,1,1,1,2,4,0,1,0,0,5,2,2,2,3,1,12,12,12
283,1,18,0,1,1,1,2,2,0,0,1,0,5,4,4,2,4,4,8,9,10
284,1,17,0,1,2,2,1,2,0,1,1,0,5,4,5,3,5,4,10,9,11
285,0,17,0,1,1,1,1,2,0,0,1,0,4,3,3,3,4,2,12,10,11
286,1,18,0,1,2,2,1,3,0,1,1,0,4,3,3,3,2,5,18,18,19
287,1,17,0,1,1,1,1,3,0,1,1,0,4,3,3,2,3,6,13,12,12
288,0,18,0,1,2,1,1,3,0,0,1,0,4,2,4,4,2,6,15,14,14
289,0,18,1,0,4,4,1,2,0,1,1,0,5,4,3,2,2,9,15,13,15
290,0,18,0,1,4,2,1,2,0,1,1,1,4,3,2,5,5,11,12,11,11
291,1,17,0,1,4,3,1,3,0,1,1,0,4,2,2,3,3,0,15,15,15
292,1,18,1,1,2,1,1,2,1,0,1,1,5,4,3,2,5,12,12,12,13
293,1,17,1,1,3,1,2,4,0,1,0,0,3,1,2,2,3,6,18,18,18
294,0,18,1,1,3,2,2,3,0,1,1,0,5,4,2,2,4,8,14,13,14
295,0,17,0,1,3,3,1,1,0,1,1,0,4,4,3,4,5,4,14,12,11
296,1,19,0,1,4,4,2,2,0,1,1,0,2,3,4,5,2,0,10,9,0
297,1,18,1,1,4,3,2,2,0,1,1,1,4,4,5,3,2,10,10,8,8
298,1,18,0,1,4,3,1,4,0,1,1,0,4,3,3,2,3,0,14,13,14
299,0,18,1,1,4,4,1,1,0,1,1,1,1,4,2,4,1,5,16,15,16
300,1,18,1,0,4,4,1,2,0,1,1,1,4,2,4,2,4,14,12,10,11
301,0,17,1,1,4,4,2,1,0,0,1,0,4,1,1,4,5,0,11,11,10
302,1,17,0,1,4,2,2,3,0,1,1,0,4,3,3,2,3,0,15,12,14
303,1,17,0,1,3,2,1,4,0,1,1,0,5,2,2,3,5,0,17,17,18
304,0,19,0,1,3,3,1,2,1,1,1,1,4,4,4,2,3,20,15,14,13
305,1,18,0,1,2,4,1,2,1,1,1,0,4,4,3,2,3,8,14,12,12
306,0,20,0,0,3,2,1,1,0,0,0,0,5,5,3,2,5,0,17,18,18
307,0,19,0,1,4,4,2,1,1,1,1,1,4,3,4,2,4,38,8,9,8
308,0,19,0,1,3,3,1,2,1,0,0,1,4,5,3,3,5,0,15,12,12
309,1,19,1,1,1,1,1,2,1,1,1,0,4,4,3,4,3,18,12,10,10
310,1,19,1,1,1,2,1,2,1,0,0,1,4,2,4,4,3,0,9,9,0
311,1,19,0,1,2,1,3,2,0,1,1,1,3,4,1,2,2,20,14,12,13
312,0,19,0,1,1,2,1,2,1,0,1,0,4,5,2,4,4,3,13,11,11
313,1,19,1,1,3,2,2,2,1,1,1,1,4,2,2,3,1,22,13,10,11
314,1,19,0,1,1,1,1,3,2,0,1,1,4,1,2,2,3,14,15,13,13
315,1,19,0,1,2,3,1,3,1,0,1,1,4,1,2,2,3,40,13,11,11
316,1,18,0,1,2,1,2,2,0,1,1,0,5,3,3,3,1,0,8,8,0
317,1,18,0,1,4,3,1,3,0,1,1,1,4,3,4,2,5,9,9,10,9
318,1,17,0,1,3,4,1,3,0,1,1,0,4,3,4,7,5,0,11,11,10
319,1,18,0,1,4,4,1,2,0,1,1,0,4,4,4,6,5,2,11,11,11
320,1,17,0,0,4,3,1,2,0,1,1,1,5,2,2,3,5,23,13,13,13
321,1,17,0,1,2,2,1,2,0,1,0,1,4,2,2,2,3,12,11,9,9
322,1,17,1,1,2,2,1,3,0,1,1,0,3,3,2,4,3,3,11,11,11
323,1,17,0,1,3,1,1,3,0,1,1,0,3,4,3,5,5,1,12,14,15
324,1,17,1,1,0,2,2,3,0,0,1,0,3,3,3,5,2,0,16,15,15
325,0,18,0,1,4,4,1,3,0,0,1,0,4,3,3,4,3,3,9,12,11
326,0,17,0,1,3,3,1,1,0,0,1,0,4,3,5,8,5,3,14,15,16
327,0,17,0,1,2,2,4,1,0,1,1,0,4,4,5,10,4,8,11,10,10
328,1,17,0,1,4,4,1,3,0,1,1,0,5,4,4,4,4,7,10,9,9
329,1,17,0,1,4,4,2,3,0,1,1,1,4,3,3,3,4,4,14,14,14
330,0,18,1,1,2,2,1,4,0,1,1,0,4,5,5,6,5,2,9,8,8
331,1,17,0,1,2,4,1,3,0,1,1,1,4,4,3,2,5,7,12,14,14
332,1,18,0,1,3,3,1,2,0,0,1,0,5,3,4,2,4,0,7,0,0
333,1,18,1,1,2,2,1,2,0,0,1,1,4,3,3,2,2,0,8,8,0
334,1,18,0,1,2,2,2,4,0,0,0,0,4,4,4,2,4,0,10,9,0
335,1,17,0,1,3,4,1,3,0,0,1,0,4,4,5,4,5,16,16,15,15
336,1,19,0,0,3,1,1,3,1,0,0,0,5,4,3,3,5,12,14,13,13
337,1,17,0,1,3,2,1,2,0,1,1,1,4,3,2,5,2,0,7,8,0
338,1,18,1,1,3,3,1,4,0,1,1,0,5,3,3,2,1,7,16,15,17
339,1,17,0,0,3,2,1,2,0,1,1,0,4,3,3,5,2,4,9,10,10
340,1,19,0,1,2,1,1,3,1,0,1,1,4,3,4,4,3,4,11,12,11
341,0,18,0,1,4,4,1,2,1,1,1,0,4,3,3,4,2,0,10,10,0
342,0,18,1,1,3,4,1,2,0,0,1,1,4,3,3,4,5,11,16,15,15
343,1,17,0,0,2,2,1,2,1,1,1,1,3,3,1,3,4,0,9,8,0
344,1,18,0,1,2,3,1,3,0,1,1,0,4,3,3,3,3,4,11,10,10
345,1,18,0,1,3,2,1,3,0,0,1,1,5,4,3,5,1,7,13,13,14
346,0,18,0,1,4,3,1,3,0,0,1,1,5,3,2,3,4,9,16,15,16
347,0,18,0,1,4,3,1,3,0,1,1,1,5,4,5,5,5,0,10,10,9
348,1,17,0,1,4,3,1,3,0,1,1,1,4,4,3,4,4,0,13,15,15
349,0,18,0,1,3,2,2,1,1,1,1,0,2,5,5,10,5,10,11,13,13
350,0,19,0,1,1,1,3,2,3,0,1,0,5,4,4,6,2,8,8,7,8
351,0,17,0,1,3,3,2,2,0,1,1,0,4,5,4,5,3,2,13,13,13
352,0,18,1,1,1,3,1,1,1,0,1,1,4,3,3,5,3,7,8,7,8
353,0,19,0,1,1,1,3,1,1,1,1,0,4,4,4,6,5,4,8,8,8
354,0,17,0,1,4,3,2,2,0,1,1,1,4,5,5,4,2,4,13,11,11
355,1,18,0,1,3,3,1,2,0,1,0,1,5,3,4,2,5,0,10,9,9
356,1,17,0,1,4,4,2,2,0,1,1,0,4,3,3,3,5,4,12,13,13
357,1,17,1,0,3,2,2,2,0,0,0,1,1,2,3,3,5,2,12,12,11
358,0,18,1,1,1,1,2,1,0,0,1,1,3,3,2,3,3,4,10,10,10
359,1,18,1,1,1,1,2,3,0,0,1,0,5,3,2,2,4,0,18,16,16
360,1,18,1,0,1,4,3,2,0,0,0,1,4,3,4,5,5,0,13,13,13
361,0,18,1,1,1,1,2,2,1,0,0,0,4,4,3,5,5,2,13,12,12
362,1,18,0,1,3,3,2,2,0,1,1,1,4,3,2,4,3,0,11,11,10
363,1,17,1,1,4,4,1,2,0,1,1,1,2,3,4,2,1,0,16,15,15
364,1,17,0,1,1,2,2,2,0,0,0,0,3,2,2,3,3,0,12,11,12
365,0,18,0,1,1,3,2,2,0,1,0,0,3,3,4,6,3,4,10,10,10
366,0,18,1,1,4,4,2,3,0,0,1,1,4,2,2,4,5,0,13,13,13
367,1,17,0,1,1,1,3,1,1,1,1,1,5,2,1,3,1,0,7,6,0
368,1,18,0,1,2,3,2,1,0,1,1,1,5,2,3,3,4,0,11,10,10
369,1,18,0,1,4,4,3,2,0,1,1,1,3,2,2,6,5,10,14,12,11
370,1,19,1,1,3,2,2,2,2,0,0,1,3,2,2,2,3,4,7,7,9
371,0,18,1,1,1,2,3,1,0,1,1,1,4,3,3,5,3,3,14,12,12
372,1,17,0,1,2,2,1,3,0,0,0,1,3,4,3,2,3,8,13,11,11
373,1,17,0,1,1,2,1,1,0,0,1,0,3,5,5,4,1,14,6,5,5
374,1,18,1,1,4,4,2,3,0,0,1,0,5,4,4,2,1,0,19,18,19
375,1,18,0,1,1,1,4,3,0,0,1,0,4,3,2,3,4,2,8,8,10
376,1,20,0,1,4,2,2,3,2,1,1,1,5,4,3,2,3,4,15,14,15
377,1,18,1,1,4,4,1,2,0,0,1,0,5,4,3,7,2,4,8,9,10
378,1,18,0,1,3,3,1,2,0,0,1,1,4,1,3,3,1,0,15,15,15
379,1,17,0,1,3,1,1,2,0,1,1,0,4,5,4,5,1,17,10,10,10
380,0,18,0,1,4,4,1,2,0,0,1,0,3,2,4,5,2,4,15,14,14
381,0,18,0,1,2,1,2,1,0,0,1,1,4,4,3,4,5,5,7,6,7
382,0,17,0,1,2,3,2,2,0,0,1,0,4,4,3,2,3,2,11,11,10
383,0,19,0,1,1,1,2,1,1,0,0,0,4,3,2,4,5,0,6,5,0
384,0,18,0,1,4,2,2,1,1,0,0,0,5,4,3,7,3,14,6,5,5
385,1,18,0,1,2,2,2,3,0,0,0,0,5,3,3,4,4,2,10,9,10
386,1,18,0,1,4,4,3,1,0,1,1,1,4,4,3,4,5,7,6,5,6
387,1,19,0,1,2,3,1,3,1,0,1,0,5,4,2,3,5,0,7,5,0
388,1,18,1,1,3,1,1,2,0,1,1,0,4,3,4,2,1,0,7,9,8
389,1,18,0,1,1,1,2,2,1,0,0,0,1,1,1,2,5,0,6,5,0
390,0,20,1,0,2,2,1,2,2,1,0,0,5,5,4,9,4,11,9,9,9
391,0,17,1,1,3,1,2,1,0,0,1,0,2,4,5,7,2,3,14,16,16
392,0,21,0,1,1,1,1,1,3,0,0,0,5,5,3,6,3,3,10,8,7
393,0,18,1,1,3,2,3,1,0,0,1,0,4,4,1,7,5,0,11,12,10
394,0,19,1,1,1,1,1,1,0,0,1,0,3,2,3,6,5,5,8,9,9
